,侨青公园,风景名胜,公园广场,公园,广东省,广州市,花都区,113.242858,23.410874
0,花都儿童公园,风景名胜,公园广场,公园,广东省,广州市,花都区,113.242587,23.417446
1,智造广场,风景名胜,公园广场,城市广场,广东省,广州市,白云区,113.254125,23.24873
2,石马乐善里党建广场,风景名胜,公园广场,城市广场,广东省,广州市,白云区,113.256066,23.255396
3,平沙村文化广场,风景名胜,公园广场,城市广场,广东省,广州市,白云区,113.259385,23.24889
4,平沙公园,风景名胜,公园广场,公园,广东省,广州市,白云区,113.259369,23.249763
5,江村小学-江村文化广场,风景名胜,公园广场,城市广场,广东省,广州市,白云区,113.23476,23.276203
6,石马桃花公园,风景名胜,公园广场,公园,广东省,广州市,白云区,113.256442,23.267258
7,白云湖公园,风景名胜,公园广场,公园,广东省,广州市,白云区,113.237162,23.228402
8,双岗公园,风景名胜,公园广场,公园,广东省,广州市,白云区,113.228148,23.326485
9,长岗村苏氏大祠堂前广场,风景名胜,公园广场,城市广场,广东省,广州市,白云区,113.258263,23.323674
10,水沥广场,风景名胜,公园广场,城市广场,广东省,广州市,白云区,113.236536,23.311819
11,横沥公园,风景名胜,公园广场,公园,广东省,广州市,白云区,113.265129,23.33745
12,岑境村文化广场,风景名胜,公园广场,城市广场,广东省,广州市,花都区,113.222345,23.351635
13,雅瑶镇三向村文化广场,风景名胜,公园广场,城市广场,广东省,广州市,花都区,113.221058,23.36298
14,大岭森林公园,风景名胜,公园广场,公园,广东省,广州市,白云区,113.200471,23.350331
15,新雅街文化广场,风景名胜,公园广场,城市广场,广东省,广州市,花都区,113.223233,23.359991
16,镇湖公园,风景名胜,公园广场,公园,广东省,广州市,白云区,113.268274,23.296916
17,塘贝公园,风景名胜,公园广场,公园,广东省,广州市,白云区,113.233779,23.300318
18,湖畔花园广场,风景名胜,公园广场,城市广场,广东省,广州市,花都区,113.221365,23.372313
19,蚌湖公园,风景名胜,公园广场,公园,广东省,广州市,白云区,113.260506,23.298592
20,新雅艺术广场,风景名胜,公园广场,城市广场,广东省,广州市,花都区,113.214121,23.367628
