,来又来,购物服务,商场,普通商场,广东省,广州市,花都区,113.232038,23.398309
0,光之彩天幕城,购物服务,商场,购物中心,广东省,广州市,花都区,113.238884,23.403823
1,凯德乐峰广场,购物服务,商场,购物中心,广东省,广州市,海珠区,113.259535,23.088618
2,万菱广场,购物服务,商场,购物中心,广东省,广州市,越秀区,113.262499,23.114562
3,南方大厦(沿江西路),购物服务,商场,商场,广东省,广州市,荔湾区,113.252926,23.108022
4,东百花地湾百货公司,购物服务,商场,普通商场,广东省,广州市,荔湾区,113.232956,23.091006
5,新一城A区,购物服务,商场,购物中心,广东省,广州市,海珠区,113.266124,23.093753
6,摩登百货(海购店),购物服务,商场,普通商场,广东省,广州市,海珠区,113.275779,23.094282
7,荔湾广场,购物服务,商场,购物中心,广东省,广州市,荔湾区,113.248392,23.116401
8,华苑商业广场,购物服务,商场,商场,广东省,广州市,荔湾区,113.235566,23.096247
9,华林国际C馆,购物服务,商场,普通商场,广东省,广州市,荔湾区,113.24658,23.119021
10,壹号文化广场E区,购物服务,商场,商场,广东省,广州市,荔湾区,113.234061,23.095053
11,广州市汇富国际商贸中心,购物服务,商场,普通商场,广东省,广州市,越秀区,113.242393,23.161458
12,骏荣商业广场,购物服务,商场,普通商场,广东省,广州市,白云区,113.238173,23.174275
13,美博城,购物服务,商场,普通商场,广东省,广州市,越秀区,113.251233,23.156067
14,万达广场(云城东路),购物服务,商场,购物中心,广东省,广州市,白云区,113.266359,23.172754
15,5号停机坪购物广场,购物服务,商场,购物中心,广东省,广州市,白云区,113.264981,23.181123
16,怡盛广场,购物服务,商场,购物中心,广东省,广州市,白云区,113.234809,23.170584
17,天河城百货(万博店),购物服务,商场,购物中心,广东省,广州市,番禺区,113.342281,23.009194
18,万达广场(广州番禺店),购物服务,商场,购物中心,广东省,广州市,番禺区,113.348981,23.007436
19,金科广场,购物服务,商场,购物中心,广东省,广州市,番禺区,113.325021,23.010045
20,大石城,购物服务,商场,普通商场,广东省,广州市,番禺区,113.309301,23.0245
21,105新地娱乐美食购物广场,购物服务,商场,购物中心,广东省,广州市,番禺区,113.311888,23.020839
22,珠影·星光城,购物服务,商场,商场,广东省,广州市,海珠区,113.321199,23.094506
23,合生广场,购物服务,商场,普通商场,广东省,广州市,海珠区,113.313999,23.085207
24,丽影广场C区,购物服务,商场,普通商场,广东省,广州市,海珠区,113.319989,23.095758
25,广州K11购物艺术中心,购物服务,商场,购物中心,广东省,广州市,天河区,113.326132,23.117789
26,荟翠广场(敦和路),购物服务,商场,购物中心,广东省,广州市,海珠区,113.317519,23.088233
27,敦皇商业城,购物服务,商场,普通商场,广东省,广州市,海珠区,113.316393,23.089797
28,正佳广场,购物服务,商场,购物中心,广东省,广州市,天河区,113.327019,23.132145
29,天河城,购物服务,商场,购物中心,广东省,广州市,天河区,113.322637,23.13233
30,影城花园综合商场,购物服务,商场,普通商场,广东省,广州市,海珠区,113.318464,23.095754
31,天汇百汇,购物服务,商场,普通商场,广东省,广州市,南沙区,113.338467,22.836664
