,三东小学(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.234108,23.412783
0,三东东布(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.236443,23.409227
1,凯旋国际(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.238056,23.407183
2,三东市场(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.233937,23.408568
3,凯旋国际花园(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.238225,23.406654
4,花都儿童公园(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.24086,23.419323
5,黄冈小学(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.234268,23.418907
6,三东新路西区(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.231393,23.409787
7,山下村安置区(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.24526,23.408932
8,三东新村西区(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.231185,23.409809
9,山下安置区(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.245438,23.409132
10,花都儿童公园总站(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.240868,23.419333
11,紫薇路(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.236159,23.404787
12,骏威小学(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.232231,23.404968
13,曙光北路(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.228668,23.408238
14,三东村(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.234748,23.422678
15,三东(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.234642,23.422905
16,曙光路北(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.22849,23.407331
17,骏壹万邦(曙光路)(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.22842,23.405716
18,百寿南路(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.237938,23.401736
19,凯旋门(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.226395,23.41036
20,大运家园站(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.233724,23.4023
21,马鞍山地铁站(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.238121,23.400738
22,融创文旅城(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.233186,23.42444
23,凤凰村(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.25174,23.40901
24,花城街站(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.236472,23.425898
25,人民医院新院(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.23112,23.424154
26,新和村(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.252517,23.416128
27,新和村总站(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.252517,23.416155
28,久祥眼镜厂(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.240173,23.426363
29,马鞍山地铁口(百寿南路)(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.237938,23.401758
30,骏壹万邦(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.225729,23.405304
31,雅居乐(迎宾路)(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.23184,23.400946
32,芙蓉花园站(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.242195,23.493616
33,芙蓉东门(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.240846,23.496033
34,瑞边村站(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.240095,23.489488
35,芙蓉花园总站(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.245292,23.494678
36,紫西村(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.245728,23.486307
37,万科兰乔圣菲花园站(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.239783,23.501905
38,经济贸易职业学校站(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.235062,23.483568
39,集贤村(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.251406,23.495182
40,新庄卫生站(公交站),交通设施服务,公交车站,公交车站相关,广东省,广州市,花都区,113.235832,23.479595
