,海上田园(公交站),交通设施服务,公交车站,公交车站相关,广东省,深圳市,宝安区,113.776337,22.730186,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
0,三扬轴业(公交站),交通设施服务,公交车站,公交车站相关,广东省,深圳市,宝安区,113.784601,22.719905,,,,,
1,锦程文丰大厦(公交站),交通设施服务,公交车站,公交车站相关,广东省,深圳市,宝安区,113.784822,22.722548,,,,,
2,民主新村(公交站),交通设施服务,公交车站,公交车站相关,广东省,深圳市,宝安区,113.776375,22.733471,,,,,
3,和一好万年(公交站),交通设施服务,公交车站,公交车站相关,广东省,深圳市,宝安区,113.784424,22.716034,,,,,
4,万乐锦程路口(公交站),交通设施服务,公交车站,公交车站相关,广东省,深圳市,宝安区,113.785141,22.726166,,,,,
5,兴英科技北(公交站),交通设施服务,公交车站,公交车站相关,广东省,深圳市,宝安区,113.785606,22.724657,,,,,
6,兴英科技园(公交站),交通设施服务,公交车站,公交车站相关,广东省,深圳市,宝安区,113.787132,22.71887,,,,,
7,民主村委(公交站),交通设施服务,公交车站,公交车站相关,广东省,深圳市,宝安区,113.781319,22.734066,,,,,
8,沙一西部工业区(公交站),交通设施服务,公交车站,公交车站相关,广东省,深圳市,宝安区,113.785369,22.728832,,,,,
9,民主社区(公交站),交通设施服务,公交车站,公交车站相关,广东省,深圳市,宝安区,113.781723,22.734209,,,,,
10,和一社康中心(公交站),交通设施服务,公交车站,公交车站相关,广东省,深圳市,宝安区,113.783989,22.71089,,,,,
11,华丰国际智造城(公交站),交通设施服务,公交车站,公交车站相关,广东省,深圳市,宝安区,113.788017,22.724476,,,,,
12,第七高级中学(公交站),交通设施服务,公交车站,公交车站相关,广东省,深圳市,宝安区,113.783325,22.734306,,,,,
13,蚝二西海岸(公交站),交通设施服务,公交车站,公交车站相关,广东省,深圳市,宝安区,113.785797,22.731966,,,,,
14,和一社区微巴场站(公交站),交通设施服务,公交车站,公交车站相关,广东省,深圳市,宝安区,113.783722,22.709749,,,,,
15,鑫鑫田工业园(公交站),交通设施服务,公交车站,公交车站相关,广东省,深圳市,宝安区,113.788116,22.731079,,,,,
16,沙一万安工业区(公交站),交通设施服务,公交车站,公交车站相关,广东省,深圳市,宝安区,113.790573,22.724371,,,,,
17,华擎科技(公交站),交通设施服务,公交车站,公交车站相关,广东省,深圳市,宝安区,113.785965,22.735842,,,,,
18,和一鸿江工业园(公交站),交通设施服务,公交车站,公交车站相关,广东省,深圳市,宝安区,113.784818,22.707691,,,,,
