,中国邮政储蓄银行(锦绣营业所),金融保险服务,银行,中国邮政储蓄银行,广东省,深圳市,宝安区,113.784892,22.71796
0,中国银行(桥和支行),金融保险服务,银行,中国银行,广东省,深圳市,宝安区,113.788684,22.68797
1,中国建设银行(深圳福海支行),金融保险服务,银行,中国建设银行,广东省,深圳市,宝安区,113.785766,22.688238
2,中国农业银行(深圳福海支行),金融保险服务,银行,中国农业银行,广东省,深圳市,宝安区,113.785701,22.687973
3,深圳福田银座村镇银行(福永支行),金融保险服务,银行,银行,广东省,深圳市,宝安区,113.787772,22.68878
4,中国银行(松安支行),金融保险服务,银行,中国银行,广东省,深圳市,宝安区,113.822258,22.770563
5,深圳农村商业银行(福和支行),金融保险服务,银行,深圳农村商业银行,广东省,深圳市,宝安区,113.803061,22.752347
6,中国邮政储蓄银行(深圳新和营业所),金融保险服务,银行,中国邮政储蓄银行,广东省,深圳市,宝安区,113.822348,22.752635
7,深圳光明沪农村商业银行(沙井支行),金融保险服务,银行,农村商业银行,广东省,深圳市,宝安区,113.803831,22.754337
8,深圳农村商业银行(江围支行),金融保险服务,银行,深圳农村商业银行,广东省,深圳市,宝安区,113.822481,22.773258
9,深圳光明沪农商村镇银行(沙井支行),金融保险服务,银行,农村商业银行,广东省,深圳市,宝安区,113.803837,22.754294
10,深圳农村商行银行,金融保险服务,银行,银行,广东省,深圳市,宝安区,113.813153,22.742642
11,平安银行(深圳沙井支行),金融保险服务,银行,平安银行,广东省,深圳市,宝安区,113.822807,22.728979
12,中信银行(深圳沙井支行),金融保险服务,银行,中信银行,广东省,深圳市,宝安区,113.806624,22.728116
13,深圳农村商业银行(沙井支行),金融保险服务,银行,深圳农村商业银行,广东省,深圳市,宝安区,113.818135,22.713817
14,深圳农村商业银行(沙头支行),金融保险服务,银行,深圳农村商业银行,广东省,深圳市,宝安区,113.807337,22.727524
15,中国建设银行(沙井支行),金融保险服务,银行,中国建设银行,广东省,深圳市,宝安区,113.816172,22.733041
16,平安银行(深圳茭塘社区支行),金融保险服务,银行,平安银行,广东省,深圳市,宝安区,113.800291,22.719222
17,深圳农村商业银行(东塘支行),金融保险服务,银行,深圳农村商业银行,广东省,深圳市,宝安区,113.809223,22.732251
18,中国工商银行(深圳沙井支行),金融保险服务,银行,中国工商银行,广东省,深圳市,宝安区,113.809536,22.732355
19,华夏银行(深圳沙井支行),金融保险服务,银行,华夏银行,广东省,深圳市,宝安区,113.80543,22.727417
20,招商银行(沙井支行),金融保险服务,银行,招商银行,广东省,深圳市,宝安区,113.829706,22.72859
21,中国银行(西荟城支行),金融保险服务,银行,中国银行,广东省,深圳市,宝安区,113.81581,22.733028
