,福永海鲜市场,购物服务,综合市场,水产海鲜市场,广东省,深圳市,宝安区,113.809894,22.662959
0,自选海鲜超市,购物服务,综合市场,水产海鲜市场,广东省,深圳市,宝安区,113.808652,22.683215
1,惠来浅海冰鲜,购物服务,综合市场,水产海鲜市场,广东省,深圳市,宝安区,113.859015,22.566297
2,乐家生鲜(锦鸿花园店),购物服务,综合市场,水产海鲜市场,广东省,深圳市,光明区,113.891957,22.765457
3,蛇口渔港,购物服务,综合市场,水产海鲜市场,广东省,深圳市,南山区,113.930768,22.483013
4,深圳中渔大洲水产品展示交易中心,购物服务,综合市场,水产海鲜市场,广东省,深圳市,南山区,113.930437,22.482927
5,瑞记海鲜批发店,购物服务,综合市场,水产海鲜市场,广东省,深圳市,南山区,113.928233,22.486185
6,海鲜区,购物服务,综合市场,水产海鲜市场,广东省,深圳市,南山区,113.92839,22.486432
7,陈记生蚝,购物服务,综合市场,水产海鲜市场,广东省,深圳市,南山区,113.928194,22.486102
8,聚兴海鲜城,购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙华区,114.052391,22.689486
9,万家惠生鲜超市,购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙华区,114.082748,22.679636
10,正浩海鲜,购物服务,综合市场,水产海鲜市场,广东省,深圳市,罗湖区,114.172839,22.603354
11,袋鼠妈妈海鲜店,购物服务,综合市场,水产海鲜市场,广东省,深圳市,罗湖区,114.173639,22.603684
12,盐田海鲜批发市场,购物服务,综合市场,水产海鲜市场,广东省,深圳市,盐田区,114.277547,22.58494
13,三文鱼鲜生(盐田店),购物服务,综合市场,水产海鲜市场,广东省,深圳市,盐田区,114.27837,22.585612
14,盐田马记海鲜店,购物服务,综合市场,水产海鲜市场,广东省,深圳市,盐田区,114.277121,22.584901
15,好味来贸易,购物服务,综合市场,水产海鲜市场,广东省,深圳市,坪山区,114.330493,22.680468
16,深圳市大鹏新区英兴海产行,购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙岗区,114.358983,22.607179
17,龙记鱼档,购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙岗区,114.479971,22.593804
18,深记海鲜店,购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙岗区,114.495511,22.566011
19,骏旺海鲜干货店,购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙岗区,114.495785,22.565957
20,黄记海鲜店,购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙岗区,114.496519,22.565883
21,海源鱼店,购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙岗区,114.495505,22.565988
22,诚信海味行,购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙岗区,114.495324,22.565653
23,辉发海产干货商行,购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙岗区,114.494878,22.5656
24,泉记海鲜店(水头店),购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙岗区,114.49654,22.56588
25,新海鹏海鲜配送,购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙岗区,114.496731,22.565535
26,香记海鲜店,购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙岗区,114.495338,22.566034
27,陈记海鲜批发,购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙岗区,114.495357,22.566024
28,军鹏海鲜店,购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙岗区,114.495527,22.565986
29,成行海产干货商行,购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙岗区,114.494959,22.566371
30,安成海鲜店,购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙岗区,114.49645,22.56589
31,合兴海鲜店,购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙岗区,114.496667,22.565557
32,明德生海鲜批发部,购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙岗区,114.496217,22.565915
33,深鹏海鲜店,购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙岗区,114.496311,22.565927
34,合胜海鲜商行,购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙岗区,114.49663,22.565868
35,生辉海鲜店,购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙岗区,114.496588,22.565873
36,晟记海鲜店,购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙岗区,114.496722,22.565855
37,阿国牌海鲜螺类批发,购物服务,综合市场,水产海鲜市场,广东省,深圳市,龙岗区,114.491135,22.521911
