,天天老地方KTV,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.78399,22.71599,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
0,天天老地方量贩式KTV,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.783949,22.716187,,,,,
1,金柜KTV(佳海百货店),体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.786268,22.724907,,,,,
2,鑫玉馨休闲会所,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.784894,22.717751,,,,,
3,鑫玉馨休闲会所,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.784873,22.717469,,,,,
4,盛世K朝(沙井店),体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.789188,22.710838,,,,,
5,世纪酷歌KTV(民主店),体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.785492,22.73973,,,,,
6,当代主流商务量贩KTV,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.786945,22.688273,,,,,
7,皇家永利量贩式KTV(夏威夷国际酒店店),体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.787882,22.688808,,,,,
8,钱柜纯K(福永店),体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.78655,22.693266,,,,,
9,钱柜纯K(沙三总店),体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.7899,22.74128,,,,,
10,鑫和轩休闲会所,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.790934,22.713087,,,,,
11,呼啦啦化妆店,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.785227,22.739763,,,,,
12,星河城KTV,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.810712,22.759969,,,,,
13,好歌声量贩式KTV,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.811877,22.758056,,,,,
14,世纪飞歌KTV,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.80269,22.759784,,,,,
15,歌乐迪量贩式KTV,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.821772,22.753882,,,,,
16,皇子派对KTV,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.821167,22.753616,,,,,
17,穿越帝国KTV,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.819208,22.746621,,,,,
18,宝丰休闲会所,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.809924,22.722615,,,,,
19,音王量贩式KTV,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.814577,22.720579,,,,,
20,量贩式KTV,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.80674,22.72572,,,,,
21,银座酒店KTV,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.808348,22.716228,,,,,
22,派对秀KTV会所(京基百纳广场店),体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.806291,22.727604,,,,,
23,金海潮娱乐会所,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.805835,22.724395,,,,,
24,帝豪会,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.810669,22.715351,,,,,
25,云天海休闲会所,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.80525,22.726724,,,,,
26,咪哒唱吧(京基百纳广场),体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.806375,22.727771,,,,,
27,红宝石,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.802339,22.674482,,,,,
28,皇家1号,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.807716,22.684902,,,,,
29,K歌王子音乐会(桥头店),体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.806555,22.689023,,,,,
30,乐歌娱乐(东海百货店),体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.80203,22.687561,,,,,
31,K歌王子纯K派对KTV,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.806389,22.689177,,,,,
32,天子KTV,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.802122,22.687693,,,,,
33,星铂汇量贩式KTV(福永店),体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.82015,22.65592,,,,,
34,金钻会,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.826324,22.655002,,,,,
35,高调纯K(福永店),体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.820817,22.672072,,,,,
36,星之梦,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.800803,22.67978,,,,,
37,星梦纯K(和平店),体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.792346,22.687497,,,,,
38,纳美图商务量贩KTV(白石厦综合市场店),体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.826235,22.673962,,,,,
39,K歌王子量贩式音乐会KTV(白石厦店),体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.826966,22.673654,,,,,
40,好歌声量贩式KTV(大洋路店),体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.823691,22.69468,,,,,
41,东帝豪量贩音乐Party,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.8272,22.672129,,,,,
42,豪歌王子量贩式音乐会KTV,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.826975,22.673637,,,,,
43,宝利来国际大酒店KTV(暂停营业),体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.827136,22.672835,,,,,
44,金湘情缘,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.829373,22.674684,,,,,
45,玖强休闲会所,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.83003,22.691728,,,,,
46,金樽会所,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.792191,22.687941,,,,,
47,金樽会所,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.792298,22.688103,,,,,
48,唐朝量贩式KTV,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.841356,22.801256,,,,,
49,皇都休闲保健足浴K歌,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.842459,22.801062,,,,,
50,创时代KTV,体育休闲服务,娱乐场所,KTV,广东省,深圳市,宝安区,113.842758,22.798876,,,,,
