39,31,悦明食杂店,1,1,0.65,0.65
119,95,鲜美源食杂店,1,1,0.65,0.65
164,131,天猫小店仁义超市,1,1,0.65,0.65
213,170,9+1烟酒茶便利店,1,1,0.65,0.65
284,227,鹏程便利店,1,1,0.65,0.65
204,163,33便利店(八旗二马路店),1,1,0.65,0.65
179,143,真意百货商行,1,1,0.65,0.65
223,178,胜佳超市(珠光分店),1,1,0.65,0.65
222,178,超月士多店,1,1,0.65,0.65
274,219,华姐鲜果店,1,1,0.65,0.65
274,219,惠隆百货店,1,1,0.65,0.65
298,238,7-ELEVEn(八旗店0569店),1,1,0.65,0.65
298,238,聚桃园,1,1,0.65,0.65
332,266,万福客进口商品便利店,1,1,0.65,0.65
497,398,超实惠超市(文德南路店),1,0.9,0.65,0.585
311,249,滨兴商店,1,1,0.65,0.65
450,360,胜佳超市(文德南店),1,0.9,0.65,0.585
311,249,明远堂,1,1,0.65,0.65
497,398,佰信商店,1,0.9,0.65,0.585
444,355,从化连姐水果店,1,0.9,0.65,0.585
412,330,万江便利店,1,1,0.65,0.65
429,343,阿雄商店,1,1,0.65,0.65
422,338,西亚兴安生活(东堤分店),1,1,0.65,0.65
413,330,宝骏便利店,1,1,0.65,0.65
381,305,嘉家百货,1,1,0.65,0.65
397,318,美宜佳(珠光路店),1,1,0.65,0.65
617,494,美宜佳(挹翠路店),1,0.9,0.65,0.585
556,445,石德食杂店,1,0.9,0.65,0.585
487,390,Mingbo波仔,1,0.9,0.65,0.585
555,444,添记百货商行,1,0.9,0.65,0.585
462,370,胜记果蔬档,1,0.9,0.65,0.585
493,394,泰记干鲜果店,1,0.9,0.65,0.585
728,582,想你连锁便利店,1,0.55,0.65,0.3575
462,370,共享超市,1,0.9,0.65,0.585
576,461,8-MART,1,0.9,0.65,0.585
469,375,惠海便利店,1,0.9,0.65,0.585
533,426,凌速烟酒,1,0.9,0.65,0.585
482,386,利兴烟酒,1,0.9,0.65,0.585
583,466,七仔便利店,1,0.9,0.65,0.585
362,290,司徒食杂店,1,1,0.65,0.65
479,383,东媚食杂店,1,0.9,0.65,0.585
479,383,铭庆百货,1,0.9,0.65,0.585
494,395,顺景商店,1,0.9,0.65,0.585
497,398,百意食杂店,1,0.9,0.65,0.585
438,350,立海百货,1,0.9,0.65,0.585
568,454,7-ELEVEn(蚬建大厦店),1,0.9,0.65,0.585
