16,13,民主幼儿园(民主新村三巷),1,1,0.6,0.6
262,210,信德堂药房(沙井西岸分店),1,1,0.6,0.6
354,283,南北药行(丰泽园分店),1,1,0.6,0.6
606,485,深圳市第七高级中学,1,0.9,0.6,0.54
712,570,健鹏药业(民主分店),1,0.55,0.6,0.33
669,535,康惠医药,1,0.55,0.6,0.33
763,610,沙井蚝乡幼儿园,1,0.55,0.6,0.33
833,666,广森药业(民主店),1,0.55,0.6,0.33
748,598,三品艺术幼儿园,1,0.55,0.6,0.33
907,726,华之药医药,1,0.25,0.6,0.15
1042,834,健鹏药业(西海岸花园分店),1,0.25,0.6,0.15
929,743,信德堂(沙井第一分店),1,0.25,0.6,0.15
1264,1011,瑞华康源(天天虹分店),1,0.08,0.6,0.048
1207,966,健鹏药业(同升分店),1,0.08,0.6,0.048
981,785,海王星辰健康药房(濠景城店),1,0.25,0.6,0.15
1012,810,文华医药(濠景城药店),1,0.25,0.6,0.15
1071,857,立丰药房(濠景分店),1,0.25,0.6,0.15
204,163,健惠医药,2,1,0.6,0.6
452,362,健鹏药业,2,0.9,0.6,0.54
205,164,健华药业(同升分店),2,1,0.6,0.6
264,211,信德堂药房(和一新村分店),2,1,0.6,0.6
278,222,连锁药房,2,1,0.6,0.6
272,218,中源大药房(和一分店),2,1,0.6,0.6
270,216,仁南健康药房(和一分店),2,1,0.6,0.6
900,720,贵州正宗苗家药馆,2,0.25,0.6,0.15
89,71,深圳市健鹏药业和一二分店,2,1,0.6,0.6
436,349,健鹏医药(和一分店),2,0.9,0.6,0.54
392,314,信德堂药房(和二分店),2,1,0.6,0.6
475,380,南北药行(和一分店),2,0.9,0.6,0.54
472,378,康之源医药,2,0.9,0.6,0.54
610,488,南北药行(和二分店),2,0.9,0.6,0.54
643,514,瑞草堂大药房(沙井和一社区分店),2,0.9,0.6,0.54
643,514,家乐购超市药店,2,0.9,0.6,0.54
770,616,瑞华康源大药房(仲景堂分店),2,0.55,0.6,0.33
630,504,KINGBABy,2,0.9,0.6,0.54
712,570,鸿桥金贝和一幼儿园,2,0.55,0.6,0.33
1026,821,百年心医药,2,0.25,0.6,0.15
851,681,民心堂大药房,2,0.55,0.6,0.33
902,722,本草连锁药房(和一分店),2,0.25,0.6,0.15
846,677,国立堂医药(和二分店),2,0.55,0.6,0.33
949,759,万宁福大药房(和一分店),2,0.25,0.6,0.15
996,797,新爱园国际蒙特梭利早教中心,2,0.25,0.6,0.15
942,754,信德堂连锁药房(和村分店),2,0.25,0.6,0.15
859,687,康之源医药,2,0.55,0.6,0.33
974,779,南沙幼儿园(和山路),2,0.25,0.6,0.15
1117,894,南北药行(锦程店),2,0.08,0.6,0.048
1056,845,仁健大药房,2,0.25,0.6,0.15
1056,845,健鹏药业(和兴分店),2,0.25,0.6,0.15
1123,898,深圳市和民幼儿园,2,0.08,0.6,0.048
1303,1042,深圳市宝安区沙井锦程幼儿园,2,0.08,0.6,0.048
138,110,海王星辰健康药房(沙井后亭),3,1,0.6,0.6
127,102,盛源堂大药房,3,1,0.6,0.6
171,137,康丽美德药房(后亭店),3,1,0.6,0.6
154,123,深圳市民大药房(长健分店),3,1,0.6,0.6
242,194,永安堂大药房,3,1,0.6,0.6
243,194,正心堂大药房(后亭店),3,1,0.6,0.6
362,290,信德堂(后亭分店),3,1,0.6,0.6
359,287,民乐药店,3,1,0.6,0.6
441,353,爱德幼儿园(中亭东路),3,0.9,0.6,0.54
324,259,国药医药(中亭西路店),3,1,0.6,0.6
380,304,海王星辰健康药房(沙井中亭西路店),3,1,0.6,0.6
546,437,宝华药行,3,0.9,0.6,0.54
535,428,南北药行(后亭分店),3,0.9,0.6,0.54
500,400,健鹏药业(后亭分店),3,0.9,0.6,0.54
656,525,民欣医药,3,0.55,0.6,0.33
836,669,才华幼儿园,3,0.55,0.6,0.33
701,561,本草药业(深圳沙井分店),3,0.55,0.6,0.33
823,658,正心堂大药房(大田店),3,0.55,0.6,0.33
839,671,瑞草堂大药房(后亭分店),3,0.55,0.6,0.33
980,784,北亭实验学校,3,0.25,0.6,0.15
