833,666,三品文化广场,1,0.55,1,0.55
1123,898,后亭茅洲山公园,3,0.08,1,0.08
229,183,廉政文化公园,4,1,1,1.0
713,570,沙井法治文化公园,4,0.55,1,0.55
794,635,步涌体育公园,4,0.55,1,0.55
534,427,共和公园,5,0.9,1,0.9
862,690,沙三街心公园,5,0.55,1,0.55
1164,931,沙三文化,5,0.08,1,0.08
968,774,朗下广场,6,0.25,1,0.25
1230,984,后亭茅洲山公园,6,0.08,1,0.08
263,210,大王山公园,7,1,1,1.0
1276,1021,塘尾社区公园,7,0.08,1,0.08
263,210,壆岗荔枝公园,8,1,1,1.0
285,228,坣岗公园,8,1,1,1.0
443,354,壆岗党建公园,8,0.9,1,0.9
1078,862,沙井公园,8,0.25,1,0.25
773,618,时代中心广场,9,0.55,1,0.55
844,675,dy影城市民广场,9,0.55,1,0.55
804,643,新桥市民广场,9,0.55,1,0.55
993,794,坣岗公园,9,0.25,1,0.25
827,662,世民广场,9,0.55,1,0.55
887,710,宝安区沙井天虹市民广场,9,0.25,1,0.25
917,734,新桥中心公园,9,0.25,1,0.25
796,637,沙井老街公园,10,0.55,1,0.55
81,65,青少年先锋广场,11,1,1,1.0
476,381,桥头社区公园,12,0.9,1,0.9
490,392,荔枝公园,12,0.9,1,0.9
917,734,康和公园,12,0.25,1,0.25
545,436,白石厦体育公园,13,0.9,1,0.9
650,520,健民公园,13,0.9,1,0.9
1079,863,万福广场,13,0.25,1,0.25
1171,937,望牛亭公园,13,0.08,1,0.08
446,357,西门公园,14,0.9,1,0.9
793,634,福永村文化广场,14,0.55,1,0.55
1120,896,望牛亭公园,14,0.08,1,0.08
732,586,万福广场,14,0.55,1,0.55
956,765,五福盈门公园,14,0.25,1,0.25
1248,998,怀德广场,14,0.08,1,0.08
281,225,深圳市福新和物业管理有限公司,15,1,1,1.0
975,780,乐福园,15,0.25,1,0.25
975,780,禾福园,15,0.25,1,0.25
1143,914,福永村文化广场,15,0.08,1,0.08
1087,870,五福盈门公园,15,0.25,1,0.25
61,49,福永村文化广场,16,1,1,1.0
198,158,五福盈门公园,16,1,1,1.0
512,410,西门公园,16,0.9,1,0.9
1061,849,深圳市福新和物业管理有限公司,16,0.25,1,0.25
660,528,福围下沙,17,0.55,1,0.55
646,517,福围儿童公园,17,0.9,1,0.9
669,535,下沙公园,17,0.55,1,0.55
697,558,记忆广场,17,0.55,1,0.55
141,113,塘下涌文化广场,18,1,1,1.0
602,482,广田街心公园,18,0.9,1,0.9
807,646,塘下涌对面山社区公园,18,0.55,1,0.55
1273,1018,塘下涌牛黄山社区公园,18,0.08,1,0.08
1095,876,松岗红围公园,18,0.08,1,0.08
493,394,松岗文化广场,19,0.9,1,0.9
1024,819,宝利豪庭广场,19,0.25,1,0.25
263,210,楼岗公园(装修中),20,1,1,1.0
920,736,楼岗社区户外文体公园,20,0.25,1,0.25
920,736,楼岗社区户外文华广场,20,0.25,1,0.25
1296,1037,根竹园横坑公园,20,0.08,1,0.08
1104,883,世纪广场(松河北路),21,0.08,1,0.08
1009,807,松岗文化广场,21,0.25,1,0.25
464,371,世纪广场(松河北路),22,0.9,1,0.9
461,369,花果山公园,22,0.9,1,0.9
695,556,东风公园,22,0.55,1,0.55
752,602,下山门社区公园,22,0.55,1,0.55
973,778,上山门路街心公园,22,0.25,1,0.25
1180,944,松岗文化广场,22,0.08,1,0.08
1136,909,上山门社区怡乐公园,22,0.08,1,0.08
1304,1043,楼岗公园(装修中),22,0.08,1,0.08
108,86,下山门社区公园,23,1,1,1.0
261,209,上山门路街心公园,23,1,1,1.0
424,339,上山门社区怡乐公园,23,1,1,1.0
938,750,世纪广场(松河北路),23,0.25,1,0.25
1294,1035,楼岗社区户外文华广场,23,0.08,1,0.08
1038,830,楼岗公园(装修中),23,0.25,1,0.25
1194,955,花果山公园,23,0.08,1,0.08
784,627,黄埔水族馆,24,0.55,1,0.55
2,2,创新路广场,25,1,1,1.0
1020,816,上寮社区公园,25,0.25,1,0.25
758,606,宝安区沙井天虹市民广场,25,0.55,1,0.55
1120,896,dy影城市民广场,25,0.08,1,0.08
1267,1014,世民广场,25,0.08,1,0.08
476,381,上寮荔枝公园,26,0.9,1,0.9
512,410,世民广场,26,0.9,1,0.9
716,573,上寮社区公园,26,0.55,1,0.55
691,553,新桥中心公园,26,0.55,1,0.55
867,694,新桥市民广场,26,0.55,1,0.55
1058,846,时代中心广场,26,0.25,1,0.25
1242,994,创新路广场,26,0.08,1,0.08
667,534,新桥中心公园,27,0.55,1,0.55
1034,827,时代中心广场,27,0.25,1,0.25
755,604,世民广场,27,0.55,1,0.55
1080,864,上寮荔枝公园,27,0.25,1,0.25
1277,1022,新二村公园,27,0.08,1,0.08
1271,1017,新桥市民广场,27,0.08,1,0.08
332,266,黄麻布公园,28,1,1,1.0
321,257,利达公园,29,1,1,1.0
573,458,后瑞公园,29,0.9,1,0.9
1142,914,黄田公园,29,0.08,1,0.08
1215,972,簕杜鹃谷公园,30,0.08,1,0.08
861,689,九围公园,30,0.55,1,0.55
285,228,黄田公园,31,1,1,1.0
453,362,后瑞公园,31,0.9,1,0.9
642,514,利达公园,31,0.9,1,0.9
925,740,草围公园,31,0.25,1,0.25
1244,995,钟屋荔枝公园,31,0.08,1,0.08
274,219,草围公园,33,1,1,1.0
1060,848,黄田公园,33,0.25,1,0.25
966,773,钟屋荔枝公园,33,0.25,1,0.25
1158,926,后瑞公园,33,0.08,1,0.08
1027,822,利达公园,34,0.25,1,0.25
179,143,三围公园,35,1,1,1.0
