"113.78124,22.734616",沙井街道,"[65.96661453668062, 145.12748538961029]"
"113.791347,22.713674",沙井街道,"[65.96661453668062, 145.12748538961029]"
"113.822293,22.75981",沙井街道,"[65.96661453668062, 145.12748538961029]"
"113.812641,22.751043",沙井街道,"[65.96661453668062, 145.12748538961029]"
"113.802946,22.752249",沙井街道,"[65.96661453668062, 145.12748538961029]"
"113.81647,22.773467",松岗街道,"[28.241543975929932, 176.6581906744378]"
"113.80668,22.713089",沙井街道,"[65.96661453668062, 145.12748538961029]"
"113.820267,22.731339",沙井街道,"[65.96661453668062, 145.12748538961029]"
"113.82529,22.725736",新桥街道,"[22.55361097749749, 201.33172322375418]"
"113.809294,22.730446",沙井街道,"[65.96661453668062, 145.12748538961029]"
"113.813962,22.715224",沙井街道,"[65.96661453668062, 145.12748538961029]"
"113.804745,22.689514",福海街道,"[17.53017663168689, 201.0803489096574]"
"113.82328,22.677292",福永街道,"[27.309080600315774, 174.86019004893947]"
"113.818146,22.668433",福永街道,"[27.309080600315774, 174.86019004893947]"
"113.805016,22.668225",福海街道,"[17.53017663168689, 201.0803489096574]"
"113.81334,22.664784",福永街道,"[27.309080600315774, 174.86019004893947]"
"113.823691,22.65422",福永街道,"[27.309080600315774, 174.86019004893947]"
"113.843072,22.798053",燕罗街道,"[12.351436691658542, 225.30860248447198]"
"113.845542,22.761666",松岗街道,"[28.241543975929932, 176.6581906744378]"
"113.859467,22.767176",松岗街道,"[28.241543975929932, 176.6581906744378]"
"113.840908,22.765109",松岗街道,"[28.241543975929932, 176.6581906744378]"
"113.846472,22.77195",松岗街道,"[28.241543975929932, 176.6581906744378]"
"113.852422,22.773358",燕罗街道,"[12.351436691658542, 225.30860248447198]"
"113.843991,22.712578",新桥街道,"[22.55361097749749, 201.33172322375418]"
"113.835182,22.718401",新桥街道,"[22.55361097749749, 201.33172322375418]"
"113.835642,22.7267",新桥街道,"[22.55361097749749, 201.33172322375418]"
"113.832444,22.730492",新桥街道,"[22.55361097749749, 201.33172322375418]"
"113.867146,22.664257",航城街道,"[29.095625451858165, 150.2487527093596]"
"113.833101,22.6329",航城街道,"[29.095625451858165, 150.2487527093596]"
"113.864943,22.649851",航城街道,"[29.095625451858165, 150.2487527093596]"
"113.84025,22.629991",航城街道,"[29.095625451858165, 150.2487527093596]"
"113.86205,22.627892",航城街道,"[29.095625451858165, 150.2487527093596]"
"113.839628,22.623158",航城街道,"[29.095625451858165, 150.2487527093596]"
"113.842275,22.636306",航城街道,"[29.095625451858165, 150.2487527093596]"
"113.845555,22.614615",航城街道,"[29.095625451858165, 150.2487527093596]"
"113.862598,22.572179",西乡街道,"[44.707248465179795, 127.5612507759156]"
"113.869307,22.565863",西乡街道,"[44.707248465179795, 127.5612507759156]"
"113.869754,22.57535",西乡街道,"[44.707248465179795, 127.5612507759156]"
"113.86263,22.58095",西乡街道,"[44.707248465179795, 127.5612507759156]"
"113.90054,22.800968",公明街道,"[21.506693641974824, 172.56680370370353]"
"113.88815,22.804081",公明街道,"[21.506693641974824, 172.56680370370353]"
"113.90144,22.793226",公明街道,"[21.506693641974824, 172.56680370370353]"
"113.883965,22.788936",公明街道,"[21.506693641974824, 172.56680370370353]"
"113.875795,22.797354",燕罗街道,"[12.351436691658542, 225.30860248447198]"
"113.904132,22.750167",凤凰街道,"[7.7700120546068785, 311.0225024875623]"
"113.875607,22.773162",马田街道,"[14.564066411583854, 228.1254301075269]"
"113.880747,22.77774",马田街道,"[14.564066411583854, 228.1254301075269]"
"113.892955,22.715884",玉塘街道,"[18.12598258782049, 232.61077303754277]"
"113.886347,22.600617",西乡街道,"[44.707248465179795, 127.5612507759156]"
"113.891428,22.587795",西乡街道,"[44.707248465179795, 127.5612507759156]"
"113.890628,22.570127",新安街道,"[110.13793549489472, 82.26357775530788]"
"113.898093,22.555216",新安街道,"[110.13793549489472, 82.26357775530788]"
"113.904301,22.562499",新安街道,"[110.13793549489472, 82.26357775530788]"
"113.88962,22.55932",新安街道,"[110.13793549489472, 82.26357775530788]"
"113.890047,22.480007",招商街道,"[49.03225399513114, 109.88702284408906]"
"113.947405,22.789897",新湖街道,"[11.717476007432639, 214.41608966861574]"
"113.94787,22.75949",光明街道,"[13.09659558490399, 207.06193439716301]"
"113.917607,22.752457",凤凰街道,"[7.7700120546068785, 311.0225024875623]"
"113.925838,22.78044",新湖街道,"[11.717476007432639, 214.41608966861574]"
"113.920912,22.729463",凤凰街道,"[7.7700120546068785, 311.0225024875623]"
"113.910895,22.717396",玉塘街道,"[18.12598258782049, 232.61077303754277]"
"113.934325,22.681483",石岩街道,"[11.126272807404987, 223.20451132213313]"
"113.932924,22.682022",石岩街道,"[11.126272807404987, 223.20451132213313]"
"113.938201,22.683327",石岩街道,"[11.126272807404987, 223.20451132213313]"
"113.935683,22.687804",石岩街道,"[11.126272807404987, 223.20451132213313]"
"113.93415,22.683219",石岩街道,"[11.126272807404987, 223.20451132213313]"
"113.943658,22.683723",石岩街道,"[11.126272807404987, 223.20451132213313]"
"113.934338,22.669475",石岩街道,"[11.126272807404987, 223.20451132213313]"
"113.923456,22.675032",石岩街道,"[11.126272807404987, 223.20451132213313]"
"113.927949,22.649488",石岩街道,"[11.126272807404987, 223.20451132213313]"
"113.93024,22.615454",西丽街道,"[24.912087181293348, 154.64820793036716]"
"113.924482,22.524258",南山街道,"[28.49411847147242, 166.87246601941757]"
"113.930098,22.487187",蛇口街道,"[154.4216623770665, 80.43075518672211]"
"113.929899,22.48818",蛇口街道,"[154.4216623770665, 80.43075518672211]"
"113.93298,22.489238",蛇口街道,"[154.4216623770665, 80.43075518672211]"
"113.931774,22.494983",招商街道,"[49.03225399513114, 109.88702284408906]"
"113.92829,22.4902",蛇口街道,"[154.4216623770665, 80.43075518672211]"
"113.99128,22.740521",光明街道,"[13.09659558490399, 207.06193439716301]"
"113.965867,22.69878",石岩街道,"[11.126272807404987, 223.20451132213313]"
"113.983131,22.680261",大浪街道,"[23.42447963660016, 172.378813989239]"
"113.951511,22.678247",石岩街道,"[11.126272807404987, 223.20451132213313]"
"113.986344,22.673652",大浪街道,"[23.42447963660016, 172.378813989239]"
"113.952586,22.633577",西丽街道,"[24.912087181293348, 154.64820793036716]"
"113.964936,22.592581",桃源街道,"[6.936057832681121, 282.699]"
"113.96075,22.591691",西丽街道,"[24.912087181293348, 154.64820793036716]"
"113.958376,22.567231",桃源街道,"[6.936057832681121, 282.699]"
"113.965999,22.535578",沙河街道,"[24.29778183615587, 194.68866282420748]"
"113.972163,22.538839",沙河街道,"[24.29778183615587, 194.68866282420748]"
"113.969539,22.539929",沙河街道,"[24.29778183615587, 194.68866282420748]"
"113.970819,22.540916",沙河街道,"[24.29778183615587, 194.68866282420748]"
"113.982483,22.537285",沙河街道,"[24.29778183615587, 194.68866282420748]"
"114.010924,22.686174",大浪街道,"[23.42447963660016, 172.378813989239]"
"114.002315,22.690398",大浪街道,"[23.42447963660016, 172.378813989239]"
"114.001975,22.690181",大浪街道,"[23.42447963660016, 172.378813989239]"
"114.018512,22.670824",龙华街道,"[42.57199084551285, 123.84359335548184]"
"114.015219,22.647745",大浪街道,"[23.42447963660016, 172.378813989239]"
"114.010392,22.64238",大浪街道,"[23.42447963660016, 172.378813989239]"
"114.008936,22.635204",民治街道,"[51.614691967811865, 124.956083947584]"
"114.022249,22.639295",民治街道,"[51.614691967811865, 124.956083947584]"
"114.009022,22.650006",大浪街道,"[23.42447963660016, 172.378813989239]"
"114.014736,22.654401",大浪街道,"[23.42447963660016, 172.378813989239]"
"114.025064,22.639858",民治街道,"[51.614691967811865, 124.956083947584]"
"114.025046,22.638606",民治街道,"[51.614691967811865, 124.956083947584]"
"114.014236,22.552751",香蜜湖街道,"[86.14730159012471, 105.29810923753669]"
"114.018397,22.548336",香蜜湖街道,"[86.14730159012471, 105.29810923753669]"
"114.018406,22.548327",香蜜湖街道,"[86.14730159012471, 105.29810923753669]"
"114.015322,22.537438",香蜜湖街道,"[86.14730159012471, 105.29810923753669]"
